epoch,train_loss,val_loss,val_roc_auc_score
1,0.6473365227381388,0.5594244599342346,0.7890440050132295
2,0.5654971217407899,0.5367028117179871,0.7933725572111592
3,0.5325913629111122,0.48570916056632996,0.8020470686533909
4,0.5121252100841672,0.4797396957874298,0.812955484380077
5,0.5032929099073598,0.4732169806957245,0.8168807733370469
6,0.49797523126882665,0.46438682079315186,0.8224075105602748
7,0.4865632087576623,0.5369686484336853,0.8269623543610454
8,0.48167250419364255,0.4859985113143921,0.8318537343916819
9,0.4729415798888487,0.47916847467422485,0.8310936267000881
10,0.46540875598496084,0.46336230635643005,0.8344763960451191
11,0.4629491056881699,0.4452192783355713,0.8336234507728728
12,0.45946461125916127,0.47375136613845825,0.8381202710857355
13,0.4528514490408056,0.4615459740161896,0.8389964257531449
14,0.44884251262627395,0.4991237223148346,0.8382131086663883
15,0.4446309380671557,0.452885240316391,0.8372441164183262
16,0.44303202710899653,0.44972506165504456,0.8383523650373672
17,0.43599935694068087,0.43729475140571594,0.8387005059648146
18,0.43628566568973015,0.4840787351131439,0.8340064057930651
19,0.43237424732423296,0.46957719326019287,0.833785916539015
20,0.4334947207394768,0.43301698565483093,0.8404180012068886
21,0.42885828719419594,0.4550822079181671,0.8374530009747946
22,0.41727100283491847,0.4202491044998169,0.8391414844729146
23,0.4206372611662921,0.517928421497345,0.842089077658636
24,0.4147109185363732,0.44472822546958923,0.8382885392006685
25,0.4134087176299563,0.45522162318229675,0.8416829132432808
26,0.4048635982415255,0.41266003251075745,0.8460578842315369
27,0.40701854445186314,0.4376026690006256,0.8382595274567144
28,0.4026616097080941,0.4312262535095215,0.8364782063779417
29,0.4041796563302769,0.4300357401371002,0.839129879775333
30,0.40259035960132,0.43268391489982605,0.844340388989463
31,0.3975900967331494,0.47883373498916626,0.8480538922155688
32,0.39163147789590497,0.45712918043136597,0.8458954184653948
33,0.39266294170828425,0.4427117705345154,0.8421645081929164
34,0.3882704662341698,0.4579366445541382,0.8427737548159495
35,0.38853453871081856,0.44666844606399536,0.8428723947453929
36,0.386109622670155,0.4658902585506439,0.8409170032028965
37,0.3813811213362451,0.5263411998748779,0.8376038620433551
38,0.37779840260159736,0.5347664952278137,0.8367103003295735
39,0.3794348432152879,0.4306425154209137,0.8416771108944903
40,0.3743496562920365,0.43707865476608276,0.8350160144826626
41,0.3719554285208384,0.43054255843162537,0.8433771990901917
