epoch,train_loss,val_loss,val_roc_auc_score
1,0.5362374251252751,0.580662727355957,0.8457047628145931
2,0.48259769175967127,0.4561927318572998,0.8498604167330084
3,0.4581051625442598,0.47549277544021606,0.8489210160388073
4,0.4415531598483513,0.5664538741111755,0.8434756764215733
5,0.42083022727425085,0.41626980900764465,0.8289070046386228
6,0.4030639452243738,0.5772179961204529,0.8464955577492597
7,0.38279675467781826,0.4458836615085602,0.8440647921111571
8,0.35162352490623405,0.4656309485435486,0.8237801059346771
9,0.32406235368896835,0.5544182658195496,0.8358861679881964
10,0.29003828344775506,0.5352275371551514,0.8158986933307858
11,0.252849378777985,0.511518657207489,0.8140835801250412
12,0.20763230950383874,0.6215054392814636,0.809588255899118
