epoch,train_loss,val_loss,val_roc_auc_score
1,0.5514609084047121,0.4194125533103943,0.8432372311576001
2,0.4973111056733405,0.543440043926239,0.8603581649358277
3,0.46011810233081435,0.3398958444595337,0.8641572626501207
4,0.4312803540717796,0.4353315830230713,0.8498919006735901
5,0.38715849568446475,0.3808782696723938,0.8615578800034992
6,0.33212128464289553,0.46617329120635986,0.8341081493145378
7,0.2653501650525464,0.5757051110267639,0.8508416751021632
8,0.2078532541591774,0.4064600467681885,0.8414314100401155
9,0.1432020787552884,0.7395109534263611,0.8410127594696261
10,0.12152524574185183,0.7270296216011047,0.8388820155213136
11,0.073525028745733,0.5939354300498962,0.8211737212412054
12,0.06539081354340395,0.7429664134979248,0.8468676189405017
13,0.053689905174954804,0.6786932349205017,0.8380322173483797
