epoch,train_loss,val_loss,val_roc_auc_score
1,0.5667539170877202,0.5471015572547913,0.8409621104071998
2,0.5067991335091628,0.4845277667045593,0.8486240560770397
3,0.486599049934252,0.5917332172393799,0.8534887834864617
4,0.4759596719985872,0.5408645272254944,0.8594536026623327
5,0.453582519621361,0.4392457902431488,0.8639313631187325
6,0.43254189744709043,0.5564056038856506,0.8597078952314616
7,0.4118656656873508,0.6082943081855774,0.862621203577786
8,0.40680417535811897,0.5286291241645813,0.8532676595133061
9,0.3737146329926693,0.5366135835647583,0.8483697635079107
10,0.3520436433591242,0.40779536962509155,0.8437593286676176
11,0.305576375384969,0.509960949420929,0.8461972204716572
12,0.2834363343912785,0.5313862562179565,0.8341238515373643
13,0.24760389985062006,0.5168511271476746,0.8314316671641955
14,0.21255915658915137,0.6409893035888672,0.8414098864528399
15,0.1973420379199381,0.5229119658470154,0.8310833969064755
