epoch,train_loss,val_loss,val_roc_auc_score
1,0.6449374284780802,0.5469166040420532,0.8242292455541809
2,0.5755084429892544,0.49091821908950806,0.8332708481735588
3,0.5423806397622573,0.448285311460495,0.837238655819243
4,0.5265539741835832,0.4615839421749115,0.8428279533610767
5,0.5102554190889629,0.4704936146736145,0.8451180344668141
6,0.5026772386497922,0.4332466423511505,0.8479611092365563
7,0.49255032466289184,0.43927812576293945,0.849260800559867
8,0.48993041860189473,0.4471142292022705,0.8508291780702083
9,0.48289839546570834,0.43116793036460876,0.8495107411989652
10,0.47042334919003237,0.4266427755355835,0.8508604206500956
11,0.46925320833122136,0.4364549219608307,0.8518601832064885
12,0.46041645169600676,0.45363864302635193,0.8560779314912709
13,0.45922285272700575,0.39689600467681885,0.85514690261063
14,0.45439352637506536,0.40789276361465454,0.8551531511266075
15,0.450846453279371,0.38942018151283264,0.8547844886839375
16,0.44960344568522953,0.49707597494125366,0.8540846548944624
17,0.446882178842793,0.3818276822566986,0.8558404878841275
18,0.44060854642327263,0.3986230194568634,0.8552531273822467
19,0.43928472252412776,0.42251861095428467,0.8546032817205913
20,0.4312032503129422,0.46347057819366455,0.8585398467863883
21,0.43300137072230666,0.39373019337654114,0.853197365625664
22,0.42655743196092805,0.4128948152065277,0.8509229058098702
23,0.42601620694229886,0.42694228887557983,0.8568027593446557
24,0.4245440382153595,0.4286392629146576,0.8526037566078057
25,0.4162838740195808,0.41249918937683105,0.8562341443907072
26,0.41799936183796077,0.41966599225997925,0.8532848448493484
27,0.41520637650599423,0.41328713297843933,0.8528599457628814
28,0.41267112542614626,0.36911293864250183,0.85480323423187
29,0.40938986089951235,0.41088998317718506,0.8558842274959698
30,0.40630536500749914,0.37977585196495056,0.8558842274959697
