epoch,train_loss,val_loss,val_roc_auc_score
1,0.5548073066368936,0.823396623134613,0.8311375271685946
2,0.48293804927241235,0.45622169971466064,0.8417010888039638
3,0.4395640138241034,0.7077481746673584,0.8352733340887318
4,0.3950034347436731,0.635108232498169,0.8315907662831303
5,0.3411341818374774,0.5491183400154114,0.8405576901286581
6,0.2690919351778806,0.5392715334892273,0.8017799936134489
7,0.20431286914067137,0.642143189907074,0.8226392937710524
8,0.1482948470225055,0.5741645097732544,0.8154904768281503
9,0.0928240532983124,0.6514264941215515,0.8092790407812193
10,0.09255623345130257,0.7135238647460938,0.8164742117244719
11,0.07199884613787401,0.7206284999847412,0.8244522502291948
12,0.05638350726434192,0.6967266798019409,0.7970570360222088
