epoch,train_loss,val_loss,val_roc_auc_score
1,0.5518977635047015,0.6348677277565002,0.7871408346098502
2,0.4876446769518011,0.4473050832748413,0.8078552197929723
3,0.44777791938361,0.46806252002716064,0.8301536461959801
4,0.4123083075471953,0.5930087566375732,0.8133674511442233
5,0.3533052394203111,0.4751211106777191,0.8128800538457968
6,0.28951006511262817,0.534591794013977,0.7834157266861627
7,0.20765928528180308,0.5176121592521667,0.7992329294898576
8,0.15025763415968885,0.6961543560028076,0.8061899456900152
9,0.09541774493295188,0.6346571445465088,0.8033177830385739
10,0.08432656929773442,0.6056768298149109,0.7976488882699718
11,0.0520206271346622,0.8415889143943787,0.8125029011743954
12,0.05562339174908166,0.7077775001525879,0.7837986817063548
13,0.053267315370213314,0.8052138686180115,0.7869609617973355
