epoch,train_loss,val_loss,val_roc_auc_score
1,0.5632689471665819,0.45267432928085327,0.8553656006698409
2,0.4782670043022756,0.393546998500824,0.8642634874217372
3,0.4576638672722507,0.38507258892059326,0.8702058261162974
4,0.44190447375664554,0.36591464281082153,0.8691248328521975
5,0.4259441419148857,0.38430604338645935,0.870187080568365
6,0.41107412040119207,0.36575376987457275,0.8614704007798148
7,0.3985008035005283,0.5480753183364868,0.8588522725852611
8,0.38615453068789046,0.42720869183540344,0.8543220985016058
9,0.3706687524943343,0.3840148448944092,0.8602644371961659
10,0.35127873088084804,0.4054885804653168,0.8568777415363851
11,0.33551911625031544,0.41766878962516785,0.8493357827515965
12,0.31261090745509473,0.4146047532558441,0.8440620352666243
13,0.29807557264296425,0.34603559970855713,0.8424499181444407
