epoch,train_loss,val_loss,val_roc_auc_score
1,0.7767754702857046,0.8114228248596191,0.7256714030417776
2,0.6281222714619203,0.6110346913337708,0.7644496931978655
3,0.6317158996155767,0.6009196043014526,0.811091740711581
4,0.5482770949602127,0.6084606647491455,0.8332770966895362
5,0.5268801098520105,0.5182229280471802,0.848011097364376
6,0.5133076958132513,0.4910472631454468,0.8510010122595882
7,0.5200336801283287,0.3944259583950043,0.8552781214461567
8,0.5226095580693447,0.48557397723197937,0.8449868156312876
9,0.505636352481264,0.6824508309364319,0.8551718966745399
10,0.528290847937266,0.6384285688400269,0.8609580224696635
11,0.5588257050875461,0.7530561685562134,0.8411377297891751
12,0.573002708680702,0.3952549993991852,0.8376760519376648
13,0.6038239304766511,1.4986865520477295,0.8368075082167985
14,0.6213971548008196,0.6124739050865173,0.8604893837713542
15,0.5194950212131847,0.3675858676433563,0.8579962258963497
16,0.5084484111179005,0.961485743522644,0.839016358614829
17,0.716919127738837,1.019437313079834,0.8580274684762369
18,0.5221052088520743,0.5175315141677856,0.8581336932478537
19,0.49673465210379975,0.42115387320518494,0.8587335507816893
20,0.4862957492922292,0.3609201908111572,0.8678438870768193
21,0.4856596747131059,0.5214224457740784,0.8708306777140429
22,0.4768204354878628,0.406222403049469,0.8705494944950575
23,0.4756060332962961,0.3803900182247162,0.8613673002661867
24,0.47205311285726953,0.40695834159851074,0.8692435546557693
25,0.4785040815671285,0.42475202679634094,0.872561516639798
26,0.4872100917678891,0.34974217414855957,0.8742986040815307
27,0.5027672472325239,0.7156355381011963,0.8648102325697647
28,0.49164030317104224,0.5740935206413269,0.8702058261162973
29,0.46994129173231847,0.47605234384536743,0.8699121458653569
30,0.4595638719020468,0.6156400442123413,0.8747984853597272
31,0.45367434056419315,0.5528426766395569,0.8756607805646159
32,0.4626810166871909,0.3912734389305115,0.8760919281670603
33,0.4599927885062767,0.5279017090797424,0.8712649495744761
34,0.4626723378896713,0.5624164938926697,0.8723678126444969
35,0.44951811703768646,0.4070594012737274,0.8634543046026569
36,0.4560376252188827,0.39771488308906555,0.8777290393531536
37,0.4575938844319546,0.37323465943336487,0.8752296329621714
38,0.4480497313268257,0.4913294315338135,0.8740736575063421
39,0.44667864297375537,0.456327885389328,0.8725427710918657
40,0.4444045013550556,0.5455591678619385,0.8696559567102812
41,0.44303387945348566,0.5677133202552795,0.8611048625951336
42,0.4837153942295999,0.38405081629753113,0.8138692060635598
43,0.49157156230825366,0.6062868237495422,0.8526881115735012
44,0.4671349417079579,0.41016727685928345,0.8521601119734062
45,0.4721745324857307,0.35431814193725586,0.8585148527224783
46,0.4567087509415366,0.5020414590835571,0.8588054087154299
