epoch,train_loss,val_loss,val_roc_auc_score
1,0.5523232528939843,0.485097736120224,0.7909529777653993
2,0.4947491579223424,0.6395098567008972,0.8102399851459872
3,0.4779521133750677,0.5080355405807495,0.8125551223135125
4,0.4539376387838274,0.5006618499755859,0.83367567191199
5,0.4419061201624572,0.50798100233078,0.8392865431926844
6,0.4117103177122772,0.49476146697998047,0.8321902706215476
7,0.397902715834789,0.42030423879623413,0.822511952838509
8,0.372489828732796,0.4982058107852936,0.8196397901870677
9,0.34825192857533693,0.5461602807044983,0.8044840551455228
10,0.32347168133128434,0.46700426936149597,0.8112728032307479
11,0.2927785646170378,0.5711745023727417,0.8000336536229865
12,0.2605829677777365,0.5609292984008789,0.7821218029058163
13,0.24531989818206057,0.6373841762542725,0.7971266768788006
14,0.2038259183173068,0.5599814653396606,0.7969932228566123
15,0.19215088640339673,0.6090585589408875,0.7815705797706912
