epoch,train_loss,val_loss,val_roc_auc_score
1,0.5436471309512854,0.439469575881958,0.8351806260880313
2,0.49443419599935173,0.6474153399467468,0.8362416176516032
3,0.4767763812449716,0.5643159747123718,0.8465373561738377
4,0.4539469993481087,0.43437743186950684,0.8520019777706815
5,0.4333124807518389,0.4381692111492157,0.8572605815881911
6,0.4113571729422325,0.601870596408844,0.8449304174950297
7,0.3846635757871563,0.4296414852142334,0.827140782249508
8,0.36078626575273653,0.47582247853279114,0.8050247736379649
9,0.326053078256784,0.47414451837539673,0.810149465898907
10,0.28549494476811516,0.5728633403778076,0.7839646061455103
11,0.23891053429346473,0.5962473750114441,0.7987669835906838
12,0.19175429875400687,0.7283902168273926,0.796356575572472
13,0.16051824600251008,0.7490757703781128,0.7852444915996251
14,0.12069561947340382,0.8423659205436707,0.7773720372068109
15,0.10873022806666245,0.8536841869354248,0.7879098466197633
