epoch,train_loss,val_loss,val_roc_auc_score
1,0.5219434478411488,0.43036749958992004,0.8144176762753561
2,0.48095055123170216,0.4914010763168335,0.8249315322842686
3,0.4634269402599802,0.5991366505622864,0.8241308081511396
4,0.443763779103756,0.5732674598693848,0.8386482848256974
5,0.4207951674858729,0.5580049157142639,0.8430232558139535
6,0.4006774368239384,0.40832704305648804,0.8291440375063827
7,0.3723209105943348,0.4693797528743744,0.8245833913568213
8,0.33186899262900443,0.49036645889282227,0.8227324420925591
9,0.29827182319234397,0.715307354927063,0.7969061876247506
10,0.2526746482679657,0.5915235877037048,0.7763194541150258
11,0.21192665890808784,0.6233218908309937,0.8028710021816831
12,0.17203807020559908,0.7659830451011658,0.8075012765167341
13,0.14543407130621228,0.6599622964859009,0.808580513391821
14,0.1210094353006057,0.7537063956260681,0.7883303161119621
15,0.10021564743855932,0.8451494574546814,0.789664856333844
