epoch,train_loss,val_loss,val_roc_auc_score
1,0.5512858983348398,0.6160311698913574,0.7838625075430535
2,0.4785934178268208,0.5584678053855896,0.8256510235343266
3,0.44919825126143065,0.5718700289726257,0.8378185489486144
4,0.4111506518195657,0.4273987114429474,0.8153808661746274
5,0.37655416990027707,0.3984534740447998,0.8244963561249595
6,0.3048009590191,0.5155147314071655,0.8180499466183911
7,0.2536936885585972,0.4499165415763855,0.8234983521329434
8,0.18392061466972034,0.5564174056053162,0.8123636448034165
9,0.1375179032375123,0.5645754933357239,0.815752216497238
10,0.10755492609870784,0.5817904472351074,0.8067701805690943
11,0.0709246204179876,0.7711866497993469,0.8035092605486701
12,0.05742922513471807,0.9360321164131165,0.8058940259016849
13,0.05138863142552402,1.1031090021133423,0.7972601309009886
